Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2,Matched Candidate,Matched District,Matched Party,Matched Race
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,4523,3,Online Advertising,Support Jed Hinkle,PM,Fox TV,,online advertising,N,,,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,4100,3,Online Advertising,Oppose Brad Barker,PM,Fox tV,,online advertising,N,,,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,500,3,Digital Advertising,Oppose Curtis Cochran,PM,Facebook,,Digital advertising,N,,,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,500,3,Digital Advertising,Support Ken Allen,PM,Facebook,,digital advertising,N,,,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,3431.63,3,Digital Advertising,Oppose John Fitzpatrick,PM,Facebook,,digital advertising,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,3500,3,Digital Advertising,Oppose Ken Walsh,PM,Facebook,,digital advertising,N,,,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,500,3,Digital Advertising,Support Jed Hinkle,PM,Facebook,,Digital advertising,N,,,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,3500,3,Digital Advertising,Oppose Brad Barker,PM,Facebook,,digital advertising,N,,,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,500,3,Digital Advertising,Support Ed Walker,PM,Facebook,,Digital advertising,N,,,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,3000,3,Digital Advertising,Oppose Susan Geise,PM,Facebook,,digital advertising,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,5300,3,Online Advertising,Support Edward Walker,PM,Fox TV,,online advertising,N,,,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,4167,3,Online Advertising,Oppose Valerie Moore,PM,Fox TV,,online advertising,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,4957,3,Online Advertising,Support Trevor Funseth,PM,Fox TV,,online advertising,N,,,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,4081,3,Online Advertising,Oppose Susan Geise,PM,Fox TV,,online advertising,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,7845,3,Online Advertising,Support Steve LaPraim,PM,Fox TV,,online advertising,N,,,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,6690,3,Online Advertising,Oppose Shelley Vance,PM,Fox TV,,online advertising,N,,,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,6453,3,Online Advertising,Support Caleb Hinkle,PM,Fox Tv,,online advertising,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,8200,3,Online Advertising,Support Barry Usher,PM,Fox TV,,online advertising,N,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,7240,3,Online Advertising,Support Greg Kmetz,PM,Fox TV,,online advertising,N,,,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,6366,3,Online Advertising,Oppose George Nikolakakos,PM,Fox TV,,online advertising,N,,,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,14244,3,Online Advertising,Oppose Curtis Cochran,PM,online,,online advertising,N,,,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,5733,3,Online Advertising,Support Ken Allen,PM,online,,online advertising,N,,,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,9700,3,Online Advertising,Oppose John Fitzpatrick,PM,online,,online advertising,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,9660.36,3,Online Advertising,Oppose Ken Walsh,PM,online,,online advertising,N,,,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,6000,3,Online Advertising,Support Jed Hinkle,PM,online,,online advertising,N,,,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,9000,3,Online Advertising,Oppose Brad Barker,PM,online,,online advertising,N,,,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,3250,3,Online Advertising,Support Edward Walker,PM,online,,online advertising,N,,,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,7606.77,3,Online Advertising,Oppose Valerie Moore,PM,online,,online advertising,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,7143,3,Online Advertising,Support Trevor Funseth,PM,online,,online advertising,N,,,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,9617.9,3,Online Advertising,Oppose Susan Geise,PM,online,,online advertising,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,9050,3,Online Advertising,Support Steve LaPriam,PM,online,,online advertising,N,,,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,2200,3,Online Advertising,Oppose Shelley Vance,PM,online,,online advertising,N,,,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,8595,3,Online Advertising,Support Caleb Hinkle,PM,online,,online advertising,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,3000,3,Online Advertising,Support Barry Usher,PM,online,,online advertising,N,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,9045,3,Online Advertising,Support Greg Kmetz,PM,online,,online advertising,N,,,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angelse,CA,90065,,22000,3,Online Advertising,Oppose George Nikolakakos,PM,online,,online advertising,N,,,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,500,3,Digital Advertising,Support Trevor Funseth,PM,Facebook,,digital advertising,N,,,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,3000,3,Digital Advertising,Oppose Valerie Moore,PM,Facebook,,digital advertising,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,882.03,3,Digital Advertising,Support Steve LaPriam,PM,Facebook,,digital advertising,N,,,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,737,3,Digital Advertising,Support Caleb Hinkle,PM,Facebook,,digital advertising,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,500,3,Digital Advertising,Support Barry Usher,PM,Facebook,,digital advertising,N,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,500,3,Digital Advertising,Support Greg Kmetz,PM,Facebook,,digital advertising,N,,,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 0:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,1381.18,3,Digital Advertising,Oppose George Nikolakakos,PM,Facebook,,Digital advertising,N,,,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-25 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2928,3,Mail production/postage,Support Ed Walker,PM,Mail,"2,200",Mail production/postage,N,,,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,"2,536",Mail production/postage,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,"2,352",Mail production/postage,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2424,3,Mail production/postage,Oppose Chisholm Chistensen,PM,Mail,"2,092",Mail production/postage,N,,,,,,,,,,CHISHOLM B CHRISTENSEN,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2433,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail,"2,113",Mail production/postage,N,,,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2385,3,Mail production/postage,Oppose Wayne Rusk,PM,Mail,"2,004",Mail production/postage,N,,,,,,,,,,WAYNE RUSK,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2555,3,Mail production/postage,Oppose Ken Walsh,PM,Mail,"2,394",Mail production/postage,N,,,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2183,3,Mail production/postage,Oppose Russ Nelson,PM,Mail,"1,537",Mail production/postage,N,,,,,,,,,,RUSSELL C NELSON,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2552,3,Mail production/postage,Oppose Brad Barker,PM,Mail,"2,387",Mail production/postage,N,,,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2626,3,Mail production/postage,Oppose Jason Ellsworth,PM,Mail,"2,557",Mail production/postage,N,,,,,,,,,,JASON ELLSWORTH,HOUSE DISTRICT 34,REP,STATE REPRESENTATIVE DISTRICT 34
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2483,3,Mail production/postage,Oppose Susan Geise,PM,Mail,"2,229",Mail production/postage,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3281,3,mail production./postage,Oppose Mike Talia,PM,Mail,"4,066",Mail production/postage,N,,,,,,,,,,MIKE TALIA,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,"4,144",Mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2974,3,Mail production/postage,Oppose George Nikolakakos,PM,Mail,"3,360",Mail production/postage,N,,,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3662,3,Mail production/postage,Support Barry Usher,PM,Mail,"4,944",Mail production/postage,N,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2424,3,Mail production/postage,Support John South,PM,Mail,"2,092",Mail production/postage,N,,,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2487,3,Mail production/postage,Support Jim Riley,PM,Mail,"2,468",Mail production/postage,N,,,,,,,,,,JIM RILEY,HOUSE DISTRICT 6,REP,STATE REPRESENTATIVE DISTRICT 6
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2433,3,Mail production/postage,Support Jeff Stanek,PM,Mail,"2,113",Mail production/postage,N,,,,,,,,,,JEFF STANEK,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2385,3,Mail production/postage,Support Ken Allen,PM,Mail,"2,004",Mail production/postage,N,,,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2555,3,Mail production/postage,Support Trevor Walter,PM,Mail,"2,394",Mail production/postage,N,,,,,,,,,,TREVOR WALTER,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2183,3,Mail production/postage,Support Jebediah Hinkle,PM,Mail,"1,537",Mail production/postage,N,,,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2552,3,Mail production/postage,Support Mary Horman,PM,Mail,"2,387",Mail production/postage,N,,,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2483,3,Mail production/postage,Support Nelly Nicol,PM,Mail,"2,229",Mail production/postage,N,,,,,,,,,,NELLY NICOL,HOUSE DISTRICT 53,REP,STATE REPRESENTATIVE DISTRICT 53
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2260,3,Mail production/postage,Support Charlie Loveridge,PM,Mail,"1,716",Mail production/postage,N,,,,,,,,,,CHARLIE LOVERIDGE,HOUSE DISTRICT 49,REP,STATE REPRESENTATIVE DISTRICT 49
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2337,3,Mail production/postage,Support Mike Vinton,PM,Mail,"1,893",Mail production/postage,N,,,,,,,,,,MIKE VINTON,HOUSE DISTRICT 40,REP,STATE REPRESENTATIVE DISTRICT 40
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2483,3,Mail production/postage,Support Justin Cleveland,PM,Mail,"2,229",Mail production/postage,N,,,,,,,,,,JUSTIN W CLEVELAND,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3281,3,Mail production/postage,Support Steve Lapraim,PM,Mail,"4,066",Mail production/postage,N,,,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3315,3,Mail production/postage,Support Greg Kmetz,PM,Mail,"4,144",Mail production/postage,N,,,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2974,3,Mail production/postage,Support Randy Pinocci,PM,Mail,"3,360",Mail production/postage,N,,,,,,,,,,RANDY PINOCCI,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2563,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2995,3,Mail production/postage,Oppose Shelley Vance,PM,Mail,"3,407",Mail production/postage,N,,,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2928,3,Mail production/postage,Support Ed Walker,PM,Mail,"2,200",Mail production/postage,N,,,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-22 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2563,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
